"rowid","gameid","home_team","home_score","home_turnovers","away_team","away_score","away_turnovers","TODifAway","TODifHome","PointDifHome","PointDifAway"
"1602","2015101101","KC",17,0,"CHI",18,1,-1,1,-1,1
"1603","2015101102","CIN",27,2,"SEA",24,1,1,-1,3,-3
"1604","2015101103","ATL",25,3,"WAS",19,2,1,-1,6,-6
"1605","2015101104","TB",38,0,"JAC",31,2,-2,2,7,-7
"1606","2015101105","BAL",30,0,"CLE",33,0,0,0,-3,3
"1607","2015101106","TEN",13,1,"BUF",14,1,0,0,-1,1
"1608","2015101107","GB",24,3,"STL",10,4,-1,1,14,-14
"1609","2015101108","DET",17,6,"ARI",42,0,6,-6,-25,25
"1610","2015101109","DAL",6,2,"NE",30,0,2,-2,-24,24
"1611","2015101110","OAK",10,3,"DEN",16,2,1,-1,-6,6
"1612","2015101111","NYG",30,1,"SF",27,0,1,-1,3,-3
"1613","2015101200","SD",20,2,"PIT",24,1,1,-1,-4,4
"1614","2015101500","NO",31,0,"ATL",21,3,-3,3,10,-10
"1615","2015101800","DET",37,3,"CHI",34,1,2,-2,3,-3
"1616","2015101801","NYJ",34,3,"WAS",20,2,1,-1,14,-14
"1617","2015101802","PIT",25,0,"ARI",13,3,-3,3,12,-12
"1618","2015101803","MIN",16,2,"KC",10,1,1,-1,6,-6
"1619","2015101804","BUF",21,1,"CIN",34,0,1,-1,-13,13
"1620","2015101805","CLE",23,3,"DEN",26,3,0,0,-3,3
"1621","2015101806","TEN",10,4,"MIA",38,2,2,-2,-28,28
"1622","2015101807","JAC",20,3,"HOU",31,0,3,-3,-11,11
"1623","2015101808","SEA",23,0,"CAR",27,2,-2,2,-4,4
"1624","2015101809","GB",27,0,"SD",20,1,-1,1,7,-7
"1625","2015101810","SF",25,0,"BAL",20,2,-2,2,5,-5
"1626","2015101811","IND",27,0,"NE",34,1,-1,1,-7,7
"1627","2015101900","PHI",27,4,"NYG",7,3,1,-1,20,-20
"1628","2015102200","SF",3,0,"SEA",20,2,-2,2,-17,17
"1629","2015102500","JAC",34,1,"BUF",31,4,-3,3,3,-3
"1630","2015102501","STL",24,1,"CLE",6,4,-3,3,18,-18
"1631","2015102502","MIA",44,1,"HOU",26,1,0,0,18,-18
"1632","2015102503","NE",30,0,"NYJ",23,1,-1,1,7,-7
"1633","2015102504","KC",23,0,"PIT",13,3,-3,3,10,-10
"1634","2015102505","WAS",31,1,"TB",30,1,0,0,1,-1
"1635","2015102506","DET",19,0,"MIN",28,1,-1,1,-9,9
"1636","2015102507","IND",21,3,"NO",27,1,2,-2,-6,6
"1637","2015102508","TEN",7,2,"ATL",10,2,0,0,-3,3
"1638","2015102509","SD",29,2,"OAK",37,0,2,-2,-8,8
"1639","2015102510","NYG",27,0,"DAL",20,4,-4,4,7,-7
"1640","2015102511","CAR",27,3,"PHI",16,1,2,-2,11,-11
"1641","2015102600","ARI",26,0,"BAL",18,2,-2,2,8,-8
"1642","2015102900","NE",36,0,"MIA",7,2,-2,2,29,-29
"1643","2015110100","KC",45,0,"DET",10,2,-2,2,35,-35
"1644","2015110101","BAL",29,0,"SD",26,0,0,0,3,-3
"1645","2015110102","PIT",10,3,"CIN",16,2,1,-1,-6,6
"1646","2015110103","HOU",20,0,"TEN",6,3,-3,3,14,-14
"1647","2015110104","CHI",20,0,"MIN",23,1,-1,1,-3,3
"1648","2015110105","ATL",20,4,"TB",23,0,4,-4,-3,3
"1649","2015110106","NO",52,2,"NYG",49,1,1,-1,3,-3
"1650","2015110107","STL",27,1,"SF",6,0,1,-1,21,-21
"1651","2015110108","CLE",20,2,"ARI",34,4,-2,2,-14,14
"1652","2015110109","OAK",34,0,"NYJ",20,1,-1,1,14,-14
"1653","2015110110","DAL",12,0,"SEA",13,1,-1,1,-1,1
"1654","2015110111","DEN",29,1,"GB",10,0,1,-1,19,-19
"1655","2015110200","CAR",29,3,"IND",26,4,-1,1,3,-3
"1656","2015110500","CIN",31,0,"CLE",10,0,0,0,21,-21
"1657","2015110800","MIN",21,1,"STL",18,0,1,-1,3,-3
"1658","2015110801","CAR",37,1,"GB",29,2,-1,1,8,-8
"1659","2015110802","NE",27,2,"WAS",10,2,0,0,17,-17
"1660","2015110803","NO",28,2,"TEN",34,1,1,-1,-6,6
"1661","2015110804","BUF",33,0,"MIA",17,1,-1,1,16,-16
"1662","2015110805","NYJ",28,0,"JAC",23,4,-4,4,5,-5
"1663","2015110806","PIT",38,2,"OAK",35,4,-2,2,3,-3
"1664","2015110807","TB",18,3,"NYG",32,2,1,-1,-14,14
"1665","2015110808","SF",17,2,"ATL",16,0,2,-2,1,-1
"1666","2015110809","IND",27,0,"DEN",24,2,-2,2,3,-3
"1667","2015110810","DAL",27,1,"PHI",33,0,1,-1,-6,6
"1668","2015110900","SD",19,1,"CHI",22,2,-1,1,-3,3
"1669","2015111200","NYJ",17,4,"BUF",22,0,4,-4,-5,5
"1670","2015111500","WAS",47,0,"NO",14,2,-2,2,33,-33
"1671","2015111501","GB",16,0,"DET",18,2,-2,2,-2,2
"1672","2015111502","TB",10,2,"DAL",6,1,1,-1,4,-4
"1673","2015111503","TEN",10,2,"CAR",27,0,2,-2,-17,17
"1674","2015111504","STL",13,2,"CHI",37,2,0,0,-24,24
"1675","2015111505","PHI",19,1,"MIA",20,0,1,-1,-1,1
"1676","2015111506","BAL",20,4,"JAC",22,1,3,-3,-2,2
"1677","2015111507","PIT",30,2,"CLE",9,3,-1,1,21,-21
"1678","2015111508","OAK",14,2,"MIN",30,0,2,-2,-16,16
"1679","2015111509","NYG",26,1,"NE",27,2,-1,1,-1,1
"1680","2015111510","DEN",13,5,"KC",29,0,5,-5,-16,16
"1681","2015111511","SEA",32,1,"ARI",39,3,-2,2,-7,7
"1682","2015111600","CIN",6,2,"HOU",10,1,1,-1,-4,4
"1683","2015111900","JAC",19,2,"TEN",13,1,1,-1,6,-6
"1684","2015112200","CHI",15,2,"DEN",17,0,2,-2,-2,2
"1685","2015112201","DET",18,0,"OAK",13,0,0,0,5,-5
"1686","2015112202","ATL",21,4,"IND",24,3,1,-1,-3,3
"1687","2015112203","HOU",24,1,"NYJ",17,2,-1,1,7,-7
"1688","2015112204","PHI",17,4,"TB",45,1,3,-3,-28,28
"1689","2015112205","MIN",13,1,"GB",30,0,1,-1,-17,17
"1690","2015112206","CAR",44,0,"WAS",16,5,-5,5,28,-28
"1691","2015112207","MIA",14,1,"DAL",24,2,-1,1,-10,10
"1692","2015112208","BAL",16,2,"STL",13,4,-2,2,3,-3
"1693","2015112209","ARI",34,2,"CIN",31,1,1,-1,3,-3
"1694","2015112210","SEA",29,0,"SF",13,0,0,0,16,-16
"1695","2015112211","SD",3,2,"KC",33,0,2,-2,-30,30
"1696","2015112300","NE",20,1,"BUF",13,1,0,0,7,-7
"1697","2015112600","DET",45,0,"PHI",14,1,-1,1,31,-31
"1698","2015112601","DAL",14,3,"CAR",33,0,3,-3,-19,19
"1699","2015112602","GB",13,2,"CHI",17,0,2,-2,-4,4
"1700","2015112900","WAS",20,0,"NYG",14,3,-3,3,6,-6
"1701","2015112901","ATL",10,3,"MIN",20,1,2,-2,-10,10
"1702","2015112902","CIN",31,1,"STL",7,3,-2,2,24,-24
"1703","2015112903","HOU",24,1,"NO",6,1,0,0,18,-18
"1704","2015112904","IND",25,0,"TB",12,1,-1,1,13,-13
"1705","2015112905","NYJ",38,0,"MIA",20,2,-2,2,18,-18
"1706","2015112906","JAC",25,1,"SD",31,0,1,-1,-6,6
"1707","2015112907","TEN",21,2,"OAK",24,2,0,0,-3,3
"1708","2015112908","KC",30,0,"BUF",22,2,-2,2,8,-8
"1709","2015112909","SF",13,2,"ARI",19,0,2,-2,-6,6
"1710","2015112910","SEA",39,0,"PIT",30,4,-4,4,9,-9
"1711","2015112911","DEN",30,1,"NE",24,1,0,0,6,-6
"1712","2015113000","CLE",27,0,"BAL",33,2,-2,2,-6,6
"1713","2015120300","DET",23,1,"GB",27,1,0,0,-4,4
"1714","2015120600","NYG",20,1,"NYJ",23,1,0,0,-3,3
"1715","2015120601","BUF",30,0,"HOU",21,1,-1,1,9,-9
"1716","2015120602","MIA",15,1,"BAL",13,2,-1,1,2,-2
"1717","2015120603","CLE",3,2,"CIN",37,0,2,-2,-34,34
"1718","2015120604","TEN",42,2,"JAC",39,1,1,-1,3,-3
"1719","2015120605","CHI",20,1,"SF",26,0,1,-1,-6,6
"1720","2015120606","MIN",7,1,"SEA",38,1,0,0,-31,31
"1721","2015120607","NO",38,1,"CAR",41,3,-2,2,-3,3
"1722","2015120608","TB",23,2,"ATL",19,1,1,-1,4,-4
"1723","2015120609","STL",3,1,"ARI",27,0,1,-1,-24,24
"1724","2015120610","OAK",20,3,"KC",34,2,1,-1,-14,14
"1725","2015120611","SD",3,3,"DEN",17,1,2,-2,-14,14
"1726","2015120612","NE",28,2,"PHI",35,2,0,0,-7,7
"1727","2015120613","PIT",45,2,"IND",10,3,-1,1,35,-35
"1728","2015120700","WAS",16,1,"DAL",19,3,-2,2,-3,3
"1729","2015121000","ARI",23,0,"MIN",20,3,-3,3,3,-3
"1730","2015121300","PHI",23,1,"BUF",20,2,-1,1,3,-3
"1731","2015121301","NYJ",30,0,"TEN",8,1,-1,1,22,-22
"1732","2015121302","CIN",20,3,"PIT",33,1,2,-2,-13,13
"1733","2015121303","HOU",6,1,"NE",27,1,0,0,-21,21
"1734","2015121304","JAC",51,2,"IND",16,2,0,0,35,-35
"1735","2015121305","KC",10,2,"SD",3,1,1,-1,7,-7
"1736","2015121306","CHI",21,1,"WAS",24,1,0,0,-3,3
"1737","2015121307","CAR",38,0,"ATL",0,4,-4,4,38,-38
"1738","2015121308","TB",17,0,"NO",24,0,0,0,-7,7
"1739","2015121309","STL",21,2,"DET",14,1,1,-1,7,-7
"1740","2015121310","CLE",24,2,"SF",10,0,2,-2,14,-14
"1741","2015121311","DEN",12,2,"OAK",15,0,2,-2,-3,3
"1742","2015121312","GB",28,0,"DAL",7,1,-1,1,21,-21
"1743","2015121313","BAL",6,2,"SEA",35,1,1,-1,-29,29
"1744","2015121400","MIA",24,1,"NYG",31,1,0,0,-7,7
"1745","2015121700","STL",31,0,"TB",23,2,-2,2,8,-8
"1746","2015121900","DAL",16,4,"NYJ",19,1,3,-3,-3,3
"1747","2015122000","NYG",35,2,"CAR",38,1,1,-1,-3,3
"1748","2015122001","PHI",17,4,"ARI",40,0,4,-4,-23,23
"1749","2015122002","MIN",38,0,"CHI",17,2,-2,2,21,-21
"1750","2015122003","JAC",17,1,"ATL",23,1,0,0,-6,6
"1751","2015122004","IND",10,2,"HOU",16,2,0,0,-6,6
"1752","2015122005","NE",33,1,"TEN",16,3,-2,2,17,-17
"1753","2015122006","BAL",14,3,"KC",34,0,3,-3,-20,20
"1754","2015122007","WAS",35,1,"BUF",25,0,1,-1,10,-10
"1755","2015122008","SEA",30,0,"CLE",13,1,-1,1,17,-17
"1756","2015122009","OAK",20,2,"GB",30,2,0,0,-10,10
"1757","2015122010","PIT",34,2,"DEN",27,2,0,0,7,-7
"1758","2015122011","SD",30,2,"MIA",14,1,1,-1,16,-16
"1759","2015122012","SF",14,4,"CIN",24,1,3,-3,-10,10
"1760","2015122100","NO",27,0,"DET",35,1,-1,1,-8,8
"1761","2015122400","OAK",23,1,"SD",20,1,0,0,3,-3
"1762","2015122600","PHI",24,2,"WAS",38,0,2,-2,-14,14
"1763","2015122700","NO",38,0,"JAC",27,2,-2,2,11,-11
"1764","2015122701","MIA",12,1,"IND",18,0,1,-1,-6,6
"1765","2015122702","NYJ",26,1,"NE",20,1,0,0,6,-6
"1766","2015122703","TEN",6,4,"HOU",34,1,3,-3,-28,28
"1767","2015122704","KC",17,1,"CLE",13,1,0,0,4,-4
"1768","2015122705","DET",32,0,"SF",17,1,-1,1,15,-15
"1769","2015122706","MIN",49,0,"NYG",17,3,-3,3,32,-32
"1770","2015122707","ATL",20,1,"CAR",13,1,0,0,7,-7
"1771","2015122708","TB",21,3,"CHI",26,0,3,-3,-5,5
"1772","2015122709","BUF",16,2,"DAL",6,2,0,0,10,-10
"1773","2015122710","ARI",38,2,"GB",8,4,-2,2,30,-30
"1774","2015122711","SEA",17,3,"STL",23,0,3,-3,-6,6
"1775","2015122712","BAL",20,0,"PIT",17,2,-2,2,3,-3
"1776","2015122800","DEN",20,1,"CIN",17,1,0,0,3,-3
"1777","2016010300","BUF",22,1,"NYJ",17,3,-2,2,5,-5
"1778","2016010301","MIA",20,0,"NE",10,0,0,0,10,-10
"1779","2016010302","CIN",24,0,"BAL",16,2,-2,2,8,-8
"1780","2016010303","CLE",12,4,"PIT",28,3,1,-1,-16,16
"1781","2016010304","HOU",30,1,"JAC",6,4,-3,3,24,-24
"1782","2016010305","IND",30,1,"TEN",24,1,0,0,6,-6
"1783","2016010306","KC",23,2,"OAK",17,1,1,-1,6,-6
"1784","2016010307","DAL",23,4,"WAS",34,0,4,-4,-11,11
"1785","2016010308","NYG",30,1,"PHI",35,2,-1,1,-5,5
"1786","2016010309","CHI",20,3,"DET",24,0,3,-3,-4,4
"1787","2016010310","GB",13,2,"MIN",20,2,0,0,-7,7
"1788","2016010311","ATL",17,2,"NO",20,1,1,-1,-3,3
"1789","2016010312","CAR",38,2,"TB",10,3,-1,1,28,-28
"1790","2016010313","DEN",27,5,"SD",20,1,4,-4,7,-7
"1791","2016010314","ARI",6,3,"SEA",36,0,3,-3,-30,30
"1792","2016010315","SF",19,1,"STL",16,0,1,-1,3,-3
