"rowid","gameid","home_team","home_score","home_turnovers","away_team","away_score","away_turnovers","TODifAway","TODifHome","PointDifHome","PointDifAway"
"806","2012092304","WAS",31,1,"CIN",38,2,-1,1,-7,7
"807","2012092305","NO",24,1,"KC",27,3,-2,2,-3,3
"808","2012092306","MIA",20,2,"NYJ",23,2,0,0,-3,3
"809","2012092307","CLE",14,2,"BUF",24,1,1,-1,-10,10
"810","2012092308","IND",17,1,"JAC",22,0,1,-1,-5,5
"811","2012092309","ARI",27,0,"PHI",6,3,-3,3,21,-21
"812","2012092310","SD",3,4,"ATL",27,1,3,-3,-24,24
"813","2012092311","DEN",25,1,"HOU",31,2,-1,1,-6,6
"814","2012092312","OAK",34,1,"PIT",31,2,-1,1,3,-3
"815","2012092313","BAL",31,1,"NE",30,0,1,-1,1,-1
"816","2012092400","SEA",14,0,"GB",12,0,0,0,2,-2
"817","2012092700","BAL",23,1,"CLE",16,2,-1,1,7,-7
"818","2012093000","BUF",28,6,"NE",52,2,4,-4,-24,24
"819","2012093001","HOU",38,0,"TEN",14,3,-3,3,24,-24
"820","2012093002","KC",20,6,"SD",37,1,5,-5,-17,17
"821","2012093003","DET",13,1,"MIN",20,0,1,-1,-7,7
"822","2012093004","ATL",30,1,"CAR",28,1,0,0,2,-2
"823","2012093005","STL",19,1,"SEA",13,3,-2,2,6,-6
"824","2012093006","NYJ",0,4,"SF",34,0,4,-4,-34,34
"825","2012093007","ARI",24,2,"MIA",21,4,-2,2,3,-3
"826","2012093008","DEN",37,1,"OAK",6,0,1,-1,31,-31
"827","2012093009","JAC",10,2,"CIN",27,2,0,0,-17,17
"828","2012093010","GB",28,2,"NO",27,0,2,-2,1,-1
"829","2012093011","TB",22,1,"WAS",24,0,1,-1,-2,2
"830","2012093012","PHI",19,0,"NYG",17,1,-1,1,2,-2
"831","2012100100","DAL",18,5,"CHI",34,1,4,-4,-16,16
"832","2012100400","STL",17,1,"ARI",3,1,0,0,14,-14
"833","2012100700","WAS",17,2,"ATL",24,2,0,0,-7,7
"834","2012100701","PIT",16,0,"PHI",14,2,-2,2,2,-2
"835","2012100702","IND",30,1,"GB",27,1,0,0,3,-3
"836","2012100703","NYG",41,2,"CLE",27,3,-1,1,14,-14
"837","2012100704","MIN",30,2,"TEN",7,2,0,0,23,-23
"838","2012100705","CIN",13,3,"MIA",17,2,1,-1,-4,4
"839","2012100706","KC",6,4,"BAL",9,2,2,-2,-3,3
"840","2012100707","CAR",12,1,"SEA",16,3,-2,2,-4,4
"841","2012100708","JAC",3,3,"CHI",41,1,2,-2,-38,38
"842","2012100709","NE",31,1,"DEN",21,3,-2,2,10,-10
"843","2012100710","SF",45,1,"BUF",3,2,-1,1,42,-42
"844","2012100711","NO",31,1,"SD",24,2,-1,1,7,-7
"845","2012100800","NYJ",17,2,"HOU",23,1,1,-1,-6,6
"846","2012101100","TEN",26,1,"PIT",23,1,0,0,3,-3
"847","2012101400","ATL",23,3,"OAK",20,3,0,0,3,-3
"848","2012101401","TB",38,2,"KC",10,2,0,0,28,-28
"849","2012101402","NYJ",35,0,"IND",9,4,-4,4,26,-26
"850","2012101403","CLE",34,1,"CIN",24,4,-3,3,10,-10
"851","2012101404","PHI",23,3,"DET",26,1,2,-2,-3,3
"852","2012101405","MIA",17,0,"STL",14,1,-1,1,3,-3
"853","2012101406","BAL",31,0,"DAL",29,1,-1,1,2,-2
"854","2012101407","ARI",16,2,"BUF",19,2,0,0,-3,3
"855","2012101408","SEA",24,2,"NE",23,2,0,0,1,-1
"856","2012101409","SF",3,3,"NYG",26,0,3,-3,-23,23
"857","2012101410","WAS",38,1,"MIN",26,3,-2,2,12,-12
"858","2012101411","HOU",24,3,"GB",42,0,3,-3,-18,18
"859","2012101500","SD",24,6,"DEN",35,3,3,-3,-11,11
"860","2012101800","SF",13,1,"SEA",6,1,0,0,7,-7
"861","2012102100","NYG",27,2,"WAS",23,4,-2,2,4,-4
"862","2012102101","MIN",21,2,"ARI",14,2,0,0,7,-7
"863","2012102102","CAR",14,2,"DAL",19,1,1,-1,-5,5
"864","2012102103","TB",28,0,"NO",35,1,-1,1,-7,7
"865","2012102104","STL",20,1,"GB",30,0,1,-1,-10,10
"866","2012102105","HOU",43,0,"BAL",13,2,-2,2,30,-30
"867","2012102106","IND",17,1,"CLE",13,0,1,-1,4,-4
"868","2012102107","BUF",34,2,"TEN",35,0,2,-2,-1,1
"869","2012102108","NE",29,1,"NYJ",26,2,-1,1,3,-3
"870","2012102109","OAK",26,3,"JAC",23,0,3,-3,3,-3
"871","2012102110","CIN",17,1,"PIT",24,2,-1,1,-7,7
"872","2012102200","CHI",13,0,"DET",7,4,-4,4,6,-6
"873","2012102500","MIN",17,3,"TB",36,0,3,-3,-19,19
"874","2012102800","GB",24,1,"JAC",15,1,0,0,9,-9
"875","2012102801","NYJ",9,2,"MIA",30,1,1,-1,-21,21
"876","2012102802","CLE",7,0,"SD",6,1,-1,1,1,-1
"877","2012102803","TEN",13,0,"IND",19,1,-1,1,-6,6
"878","2012102804","STL",7,2,"NE",45,0,2,-2,-38,38
"879","2012102805","PHI",17,0,"ATL",30,0,0,0,-13,13
"880","2012102806","CHI",23,3,"CAR",22,2,1,-1,1,-1
"881","2012102807","DET",28,1,"SEA",24,2,-1,1,4,-4
"882","2012102808","PIT",27,0,"WAS",12,0,0,0,15,-15
"883","2012102809","KC",16,4,"OAK",26,1,3,-3,-10,10
"884","2012102810","DAL",24,6,"NYG",29,2,4,-4,-5,5
"885","2012102811","DEN",34,1,"NO",14,1,0,0,20,-20
"886","2012102900","ARI",3,1,"SF",24,0,1,-1,-21,21
"887","2012110100","SD",31,2,"KC",13,4,-2,2,18,-18
"888","2012110400","WAS",13,0,"CAR",21,0,0,0,-8,8
"889","2012110401","GB",31,1,"ARI",17,2,-1,1,14,-14
"890","2012110402","JAC",14,2,"DET",31,0,2,-2,-17,17
"891","2012110403","TEN",20,5,"CHI",51,1,4,-4,-31,31
"892","2012110404","CIN",23,1,"DEN",31,2,-1,1,-8,8
"893","2012110405","CLE",15,2,"BAL",25,0,2,-2,-10,10
"894","2012110406","HOU",21,0,"BUF",9,1,-1,1,12,-12
"895","2012110407","IND",23,0,"MIA",20,0,0,0,3,-3
"896","2012110408","SEA",30,0,"MIN",20,2,-2,2,10,-10
"897","2012110409","OAK",32,3,"TB",42,1,2,-2,-10,10
"898","2012110410","NYG",20,1,"PIT",24,2,-1,1,-4,4
"899","2012110411","ATL",19,0,"DAL",13,0,0,0,6,-6
"900","2012110500","NO",28,2,"PHI",13,2,0,0,15,-15
"901","2012110800","JAC",10,3,"IND",27,2,1,-1,-17,17
"902","2012111100","CAR",14,2,"DEN",36,2,0,0,-22,22
"903","2012111101","TB",34,0,"SD",24,2,-2,2,10,-10
"904","2012111102","MIA",3,4,"TEN",37,0,4,-4,-34,34
"905","2012111103","NE",37,0,"BUF",31,3,-3,3,6,-6
"906","2012111104","BAL",55,1,"OAK",20,3,-2,2,35,-35
"907","2012111105","CIN",31,1,"NYG",13,4,-3,3,18,-18
"908","2012111106","NO",31,1,"ATL",27,1,0,0,4,-4
"909","2012111107","MIN",34,0,"DET",24,2,-2,2,10,-10
"910","2012111108","SEA",28,2,"NYJ",7,3,-1,1,21,-21
"911","2012111109","PHI",23,2,"DAL",38,0,2,-2,-15,15
"912","2012111110","SF",24,0,"STL",24,1,-1,1,0,0
"913","2012111111","CHI",6,4,"HOU",13,2,2,-2,-7,7
"914","2012111200","PIT",16,1,"KC",13,1,0,0,3,-3
"915","2012111500","BUF",19,0,"MIA",14,3,-3,3,5,-5
"916","2012111800","WAS",31,0,"PHI",6,3,-3,3,25,-25
"917","2012111801","DET",20,4,"GB",24,1,3,-3,-4,4
"918","2012111802","ATL",23,6,"ARI",19,1,5,-5,4,-4
"919","2012111803","CAR",21,1,"TB",27,3,-2,2,-6,6
"920","2012111804","DAL",23,1,"CLE",20,1,0,0,3,-3
"921","2012111805","STL",13,3,"NYJ",27,0,3,-3,-14,14
"922","2012111806","NE",59,0,"IND",24,4,-4,4,35,-35
"923","2012111807","HOU",43,3,"JAC",37,1,2,-2,6,-6
"924","2012111808","KC",6,1,"CIN",28,0,1,-1,-22,22
"925","2012111809","OAK",17,2,"NO",38,0,2,-2,-21,21
"926","2012111810","DEN",30,2,"SD",23,3,-1,1,7,-7
"927","2012111811","PIT",10,3,"BAL",13,0,3,-3,-3,3
"928","2012111900","SF",32,0,"CHI",7,2,-2,2,25,-25
"929","2012112200","DET",31,1,"HOU",34,1,0,0,-3,3
"930","2012112201","DAL",31,3,"WAS",38,1,2,-2,-7,7
"931","2012112202","NYJ",19,5,"NE",49,1,4,-4,-30,30
"932","2012112500","CIN",34,0,"OAK",10,2,-2,2,24,-24
"933","2012112501","CLE",20,1,"PIT",14,8,-7,7,6,-6
"934","2012112502","IND",20,2,"BUF",13,1,1,-1,7,-7
"935","2012112503","JAC",24,1,"TEN",19,2,-1,1,5,-5
"936","2012112504","KC",9,1,"DEN",17,1,0,0,-8,8
"937","2012112505","CHI",28,2,"MIN",10,3,-1,1,18,-18
"938","2012112506","TB",23,0,"ATL",24,2,-2,2,-1,1
"939","2012112507","MIA",24,1,"SEA",21,0,1,-1,3,-3
"940","2012112508","SD",13,0,"BAL",16,0,0,0,-3,3
"941","2012112509","NO",21,2,"SF",31,2,0,0,-10,10
"942","2012112510","ARI",17,4,"STL",31,1,3,-3,-14,14
"943","2012112511","NYG",38,0,"GB",10,2,-2,2,28,-28
"944","2012112600","PHI",22,3,"CAR",30,0,3,-3,-8,8
"945","2012112900","ATL",23,1,"NO",13,5,-4,4,10,-10
"946","2012120200","CHI",17,0,"SEA",23,1,-1,1,-6,6
"947","2012120201","GB",23,1,"MIN",14,2,-1,1,9,-9
"948","2012120202","STL",16,0,"SF",13,1,-1,1,3,-3
"949","2012120203","NYJ",7,4,"ARI",6,1,3,-3,1,-1
"950","2012120204","KC",27,0,"CAR",21,0,0,0,6,-6
"951","2012120205","DET",33,1,"IND",35,3,-2,2,-2,2
"952","2012120206","BUF",34,2,"JAC",18,2,0,0,16,-16
"953","2012120207","MIA",16,1,"NE",23,1,0,0,-7,7
"954","2012120208","TEN",10,6,"HOU",24,0,6,-6,-14,14
"955","2012120209","DEN",31,1,"TB",23,1,0,0,8,-8
"956","2012120210","BAL",20,2,"PIT",23,3,-1,1,-3,3
"957","2012120211","OAK",17,1,"CLE",20,2,-1,1,-3,3
"958","2012120212","SD",13,2,"CIN",20,3,-1,1,-7,7
"959","2012120213","DAL",38,0,"PHI",33,1,-1,1,5,-5
"960","2012120300","WAS",17,1,"NYG",16,0,1,-1,1,-1
"961","2012120600","OAK",13,2,"DEN",26,1,1,-1,-13,13
"962","2012120900","WAS",31,1,"BAL",28,2,-1,1,3,-3
"963","2012120901","CLE",30,0,"KC",7,1,-1,1,23,-23
"964","2012120902","PIT",24,2,"SD",34,0,2,-2,-10,10
"965","2012120903","IND",27,2,"TEN",23,2,0,0,4,-4
"966","2012120904","JAC",10,2,"NYJ",17,2,0,0,-7,7
"967","2012120905","MIN",21,1,"CHI",14,2,-1,1,7,-7
"968","2012120906","CAR",30,0,"ATL",20,1,-1,1,10,-10
"969","2012120907","TB",21,0,"PHI",23,1,-1,1,-2,2
"970","2012120908","BUF",12,2,"STL",15,1,1,-1,-3,3
"971","2012120909","CIN",19,1,"DAL",20,1,0,0,-1,1
"972","2012120910","SF",27,0,"MIA",13,1,-1,1,14,-14
"973","2012120911","NYG",52,2,"NO",27,4,-2,2,25,-25
"974","2012120912","SEA",58,1,"ARI",0,8,-7,7,58,-58
"975","2012120913","GB",27,1,"DET",20,2,-1,1,7,-7
"976","2012121000","NE",42,1,"HOU",14,1,0,0,28,-28
"977","2012121300","PHI",13,5,"CIN",34,2,3,-3,-21,21
"978","2012121600","CHI",13,1,"GB",21,2,-1,1,-8,8
"979","2012121601","ATL",34,0,"NYG",0,3,-3,3,34,-34
"980","2012121602","NO",41,0,"TB",0,5,-5,5,41,-41
"981","2012121603","STL",22,2,"MIN",36,0,2,-2,-14,14
"982","2012121604","CLE",21,2,"WAS",38,1,1,-1,-17,17
"983","2012121605","MIA",24,1,"JAC",3,0,1,-1,21,-21
"984","2012121606","BAL",17,2,"DEN",34,0,2,-2,-17,17
"985","2012121607","HOU",29,0,"IND",17,1,-1,1,12,-12
"986","2012121608","ARI",38,1,"DET",10,4,-3,3,28,-28
"987","2012121609","SD",7,2,"CAR",31,1,1,-1,-24,24
"988","2012121610","BUF",17,3,"SEA",50,0,3,-3,-33,33
"989","2012121611","DAL",27,1,"PIT",24,2,-1,1,3,-3
"990","2012121612","OAK",15,1,"KC",0,1,0,0,15,-15
"991","2012121613","NE",34,4,"SF",41,2,2,-2,-7,7
"992","2012121700","TEN",14,0,"NYJ",10,5,-5,5,4,-4
"993","2012122200","DET",18,3,"ATL",31,0,3,-3,-13,13
"994","2012122300","GB",55,0,"TEN",7,2,-2,2,48,-48
"995","2012122301","CAR",17,2,"OAK",6,1,1,-1,11,-11
"996","2012122302","MIA",24,0,"BUF",10,4,-4,4,14,-14
"997","2012122303","PIT",10,3,"CIN",13,3,0,0,-3,3
"998","2012122304","JAC",16,3,"NE",23,2,1,-1,-7,7
"999","2012122305","KC",13,3,"IND",20,0,3,-3,-7,7
"1000","2012122306","DAL",31,1,"NO",34,0,1,-1,-3,3
"1001","2012122307","PHI",20,2,"WAS",27,1,1,-1,-7,7
"1002","2012122308","TB",13,5,"STL",28,2,3,-3,-15,15
"1003","2012122309","BAL",33,0,"NYG",14,0,0,0,19,-19
"1004","2012122310","HOU",6,2,"MIN",23,1,1,-1,-17,17
"1005","2012122311","DEN",34,1,"CLE",12,1,0,0,22,-22
"1006","2012122312","ARI",13,3,"CHI",28,1,2,-2,-15,15
"1007","2012122313","SEA",42,1,"SF",13,2,-1,1,29,-29
"1008","2012122314","NYJ",17,2,"SD",27,0,2,-2,-10,10
"1009","2012123000","BUF",28,1,"NYJ",9,2,-1,1,19,-19
"1010","2012123001","NE",28,0,"MIA",0,2,-2,2,28,-28
"1011","2012123002","CIN",23,0,"BAL",17,1,-1,1,6,-6
"1012","2012123003","PIT",24,0,"CLE",10,4,-4,4,14,-14
"1013","2012123004","IND",28,0,"HOU",16,2,-2,2,12,-12
"1014","2012123005","TEN",38,0,"JAC",20,3,-3,3,18,-18
"1015","2012123006","NYG",42,0,"PHI",7,1,-1,1,35,-35
"1016","2012123007","WAS",28,0,"DAL",18,3,-3,3,10,-10
"1017","2012123008","DET",24,4,"CHI",26,0,4,-4,-2,2
"1018","2012123009","MIN",37,0,"GB",34,1,-1,1,3,-3
"1019","2012123010","ATL",17,0,"TB",22,1,-1,1,-5,5
"1020","2012123011","NO",38,1,"CAR",44,1,0,0,-6,6
"1021","2012123012","DEN",38,1,"KC",3,0,1,-1,35,-35
"1022","2012123013","SD",24,0,"OAK",21,1,-1,1,3,-3
"1023","2012123014","SF",27,0,"ARI",13,2,-2,2,14,-14
"1024","2012123015","SEA",20,0,"STL",13,1,-1,1,7,-7
"1025","2013090500","DEN",49,2,"BAL",27,2,0,0,22,-22
"1026","2013090800","BUF",21,2,"NE",23,3,-1,1,-2,2
"1027","2013090801","CAR",7,2,"SEA",12,1,1,-1,-5,5
"1028","2013090802","CHI",24,1,"CIN",21,3,-2,2,3,-3
"1029","2013090803","CLE",10,3,"MIA",23,1,2,-2,-13,13
"1030","2013090804","DET",34,2,"MIN",24,4,-2,2,10,-10
"1031","2013090805","IND",21,0,"OAK",17,2,-2,2,4,-4
"1032","2013090806","JAC",2,2,"KC",28,0,2,-2,-26,26
"1033","2013090807","NYJ",18,2,"TB",17,1,1,-1,1,-1
"1034","2013090808","NO",23,1,"ATL",17,2,-1,1,6,-6
"1035","2013090809","PIT",9,2,"TEN",16,0,2,-2,-7,7
"1036","2013090810","STL",27,2,"ARI",24,2,0,0,3,-3
"1037","2013090811","SF",34,0,"GB",28,2,-2,2,6,-6
"1038","2013090812","DAL",36,1,"NYG",31,6,-5,5,5,-5
"1039","2013090900","WAS",27,3,"PHI",33,2,1,-1,-6,6
"1040","2013090901","SD",28,1,"HOU",31,1,0,0,-3,3
"1041","2013091200","NE",13,0,"NYJ",10,4,-4,4,3,-3
"1042","2013091500","ATL",31,0,"STL",24,1,-1,1,7,-7
"1043","2013091501","BAL",14,1,"CLE",6,0,1,-1,8,-8
"1044","2013091502","BUF",24,2,"CAR",23,1,1,-1,1,-1
"1045","2013091503","CHI",31,4,"MIN",30,3,1,-1,1,-1
"1046","2013091504","GB",38,1,"WAS",20,1,0,0,18,-18
"1047","2013091505","HOU",30,2,"TEN",24,0,2,-2,6,-6
"1048","2013091506","IND",20,1,"MIA",24,1,0,0,-4,4
"1049","2013091507","KC",17,0,"DAL",16,2,-2,2,1,-1
"1050","2013091508","PHI",30,1,"SD",33,2,-1,1,-3,3
"1051","2013091509","ARI",25,1,"DET",21,1,0,0,4,-4
"1052","2013091510","TB",14,2,"NO",16,2,0,0,-2,2
"1053","2013091511","NYG",23,4,"DEN",41,1,3,-3,-18,18
"1054","2013091512","OAK",19,1,"JAC",9,0,1,-1,10,-10
"1055","2013091513","SEA",29,1,"SF",3,5,-4,4,26,-26
"1056","2013091600","CIN",20,0,"PIT",10,2,-2,2,10,-10
"1057","2013091900","PHI",16,5,"KC",26,0,5,-5,-10,10
"1058","2013092200","BAL",30,0,"HOU",9,1,-1,1,21,-21
"1059","2013092201","CIN",34,4,"GB",30,4,0,0,4,-4
"1060","2013092202","DAL",31,1,"STL",7,1,0,0,24,-24
"1061","2013092203","MIA",27,2,"ATL",23,2,0,0,4,-4
"1062","2013092204","MIN",27,3,"CLE",31,4,-1,1,-4,4
"1063","2013092205","NYJ",27,2,"BUF",20,0,2,-2,7,-7
"1064","2013092206","NE",23,1,"TB",3,1,0,0,20,-20
"1065","2013092207","NO",31,1,"ARI",7,2,-1,1,24,-24
"1066","2013092208","TEN",20,0,"SD",17,1,-1,1,3,-3
"1067","2013092209","WAS",20,2,"DET",27,1,1,-1,-7,7
"1068","2013092210","CAR",38,2,"NYG",0,3,-1,1,38,-38
"1069","2013092211","SF",7,2,"IND",27,0,2,-2,-20,20
"1070","2013092212","SEA",45,2,"JAC",17,3,-1,1,28,-28
"1071","2013092213","PIT",23,5,"CHI",40,0,5,-5,-17,17
"1072","2013092300","DEN",37,2,"OAK",21,0,2,-2,16,-16
"1073","2013092600","STL",11,2,"SF",35,2,0,0,-24,24
"1074","2013092900","BUF",23,3,"BAL",20,5,-2,2,3,-3
"1075","2013092901","CLE",17,0,"CIN",6,2,-2,2,11,-11
"1076","2013092902","DET",40,3,"CHI",32,4,-1,1,8,-8
"1077","2013092903","HOU",20,3,"SEA",23,2,1,-1,-3,3
"1078","2013092904","JAC",3,3,"IND",37,1,2,-2,-34,34
"1079","2013092905","KC",31,3,"NYG",7,3,0,0,24,-24
"1080","2013092906","MIN",34,0,"PIT",27,2,-2,2,7,-7
"1081","2013092907","TB",10,3,"ARI",13,3,0,0,-3,3
"1082","2013092908","TEN",38,0,"NYJ",13,4,-4,4,25,-25
"1083","2013092909","DEN",52,0,"PHI",20,0,0,0,32,-32
"1084","2013092910","OAK",14,2,"WAS",24,1,1,-1,-10,10
"1085","2013092911","SD",30,1,"DAL",21,1,0,0,9,-9
"1086","2013092912","ATL",23,1,"NE",30,0,1,-1,-7,7
"1087","2013093000","NO",38,1,"MIA",17,4,-3,3,21,-21
"1088","2013100300","CLE",37,0,"BUF",24,1,-1,1,13,-13
"1089","2013100600","CHI",18,1,"NO",26,0,1,-1,-8,8
"1090","2013100601","CIN",13,2,"NE",6,2,0,0,7,-7
"1091","2013100602","GB",22,0,"DET",9,0,0,0,13,-13
"1092","2013100603","IND",34,2,"SEA",28,2,0,0,6,-6
"1093","2013100604","MIA",23,0,"BAL",26,2,-2,2,-3,3
"1094","2013100605","NYG",21,4,"PHI",36,0,4,-4,-15,15
"1095","2013100606","STL",34,0,"JAC",20,3,-3,3,14,-14
"1096","2013100607","TEN",17,3,"KC",26,2,1,-1,-9,9
"1097","2013100608","ARI",22,3,"CAR",6,4,-1,1,16,-16
"1098","2013100609","DAL",48,2,"DEN",51,2,0,0,-3,3
"1099","2013100610","OAK",27,0,"SD",17,5,-5,5,10,-10
"1100","2013100611","SF",34,0,"HOU",3,4,-4,4,31,-31
"1101","2013100700","ATL",28,1,"NYJ",30,0,1,-1,-2,2
"1102","2013101000","CHI",27,0,"NYG",21,3,-3,3,6,-6
"1103","2013101300","BAL",17,1,"GB",19,2,-1,1,-2,2
"1104","2013101301","BUF",24,1,"CIN",27,1,0,0,-3,3
"1105","2013101302","CLE",17,2,"DET",31,1,1,-1,-14,14
"1106","2013101303","HOU",13,4,"STL",38,0,4,-4,-25,25
"1107","2013101304","KC",24,1,"OAK",7,3,-2,2,17,-17
"1108","2013101305","MIN",10,2,"CAR",35,0,2,-2,-25,25
"1109","2013101306","NYJ",6,2,"PIT",19,0,2,-2,-13,13
"1110","2013101307","TB",20,1,"PHI",31,1,0,0,-11,11
"1111","2013101308","DEN",35,3,"JAC",19,2,1,-1,16,-16
"1112","2013101309","SEA",20,2,"TEN",13,2,0,0,7,-7
"1113","2013101310","NE",30,1,"NO",27,2,-1,1,3,-3
"1114","2013101311","SF",32,2,"ARI",20,4,-2,2,12,-12
"1115","2013101312","DAL",31,1,"WAS",16,2,-1,1,15,-15
"1116","2013101400","SD",19,0,"IND",9,1,-1,1,10,-10
"1117","2013101700","ARI",22,2,"SEA",34,2,0,0,-12,12
"1118","2013102000","ATL",31,1,"TB",23,1,0,0,8,-8
"1119","2013102001","CAR",30,0,"STL",15,3,-3,3,15,-15
"1120","2013102002","DET",24,0,"CIN",27,0,0,0,-3,3
"1121","2013102003","GB",31,0,"CLE",13,1,-1,1,18,-18
"1122","2013102004","JAC",6,1,"SD",24,0,1,-1,-18,18
"1123","2013102005","KC",17,2,"HOU",16,1,1,-1,1,-1
"1124","2013102006","MIA",21,3,"BUF",23,1,2,-2,-2,2
"1125","2013102007","NYJ",30,1,"NE",27,1,0,0,3,-3
"1126","2013102008","PHI",3,3,"DAL",17,2,1,-1,-14,14
"1127","2013102009","WAS",45,1,"CHI",41,1,0,0,4,-4
"1128","2013102010","TEN",17,2,"SF",31,0,2,-2,-14,14
"1129","2013102011","PIT",19,1,"BAL",16,0,1,-1,3,-3
"1130","2013102012","IND",39,1,"DEN",33,3,-2,2,6,-6
"1131","2013102100","NYG",23,1,"MIN",7,3,-2,2,16,-16
"1132","2013102400","TB",13,1,"CAR",31,0,1,-1,-18,18
"1133","2013102700","DET",31,4,"DAL",30,0,4,-4,1,-1
"1134","2013102701","JAC",10,1,"SF",42,1,0,0,-32,32
"1135","2013102702","KC",23,0,"CLE",17,1,-1,1,6,-6
"1136","2013102703","NE",27,1,"MIA",17,3,-2,2,10,-10
"1137","2013102704","NO",35,0,"BUF",17,3,-3,3,18,-18
"1138","2013102705","PHI",7,3,"NYG",15,1,2,-2,-8,8
"1139","2013102706","OAK",21,3,"PIT",18,2,1,-1,3,-3
"1140","2013102707","CIN",49,1,"NYJ",9,2,-1,1,40,-40
"1141","2013102708","ARI",27,1,"ATL",13,4,-3,3,14,-14
"1142","2013102709","DEN",45,4,"WAS",21,5,-1,1,24,-24
"1143","2013102710","MIN",31,0,"GB",44,0,0,0,-13,13
"1144","2013102800","STL",9,2,"SEA",14,0,2,-2,-5,5
"1145","2013103100","MIA",22,1,"CIN",20,4,-3,3,2,-2
"1146","2013110300","BUF",13,3,"KC",23,0,3,-3,-10,10
"1147","2013110301","CAR",34,2,"ATL",10,4,-2,2,24,-24
"1148","2013110302","DAL",27,1,"MIN",23,2,-1,1,4,-4
"1149","2013110303","NYJ",26,0,"NO",20,2,-2,2,6,-6
"1150","2013110304","STL",21,2,"TEN",28,2,0,0,-7,7
"1151","2013110305","WAS",30,1,"SD",24,2,-1,1,6,-6
"1152","2013110306","OAK",20,2,"PHI",49,0,2,-2,-29,29
"1153","2013110307","SEA",27,3,"TB",24,0,3,-3,3,-3
"1154","2013110308","CLE",24,1,"BAL",18,2,-1,1,6,-6
"1155","2013110309","NE",55,1,"PIT",31,3,-2,2,24,-24
"1156","2013110310","HOU",24,0,"IND",27,0,0,0,-3,3
"1157","2013110400","GB",20,1,"CHI",27,0,1,-1,-7,7
"1158","2013110700","MIN",34,1,"WAS",27,0,1,-1,7,-7
"1159","2013111000","ATL",10,1,"SEA",33,0,1,-1,-23,23
"1160","2013111001","BAL",20,3,"CIN",17,3,0,0,3,-3
"1161","2013111002","CHI",19,1,"DET",21,1,0,0,-2,2
"1162","2013111003","GB",13,2,"PHI",27,1,1,-1,-14,14
"1163","2013111004","IND",8,5,"STL",38,1,4,-4,-30,30
"1164","2013111005","NYG",24,3,"OAK",20,2,1,-1,4,-4
"1165","2013111006","PIT",23,1,"BUF",10,1,0,0,13,-13
"1166","2013111007","TEN",27,4,"JAC",29,2,2,-2,-2,2
"1167","2013111008","SF",9,2,"CAR",10,2,0,0,-1,1
"1168","2013111009","ARI",27,3,"HOU",24,1,2,-2,3,-3
"1169","2013111010","SD",20,0,"DEN",28,1,-1,1,-8,8
"1170","2013111011","NO",49,1,"DAL",17,0,1,-1,32,-32
"1171","2013111100","TB",22,1,"MIA",19,1,0,0,3,-3
"1172","2013111400","TEN",27,1,"IND",30,0,1,-1,-3,3
"1173","2013111700","BUF",37,0,"NYJ",14,4,-4,4,23,-23
"1174","2013111701","CHI",23,0,"BAL",20,2,-2,2,3,-3
"1175","2013111702","CIN",41,2,"CLE",20,4,-2,2,21,-21
"1176","2013111703","HOU",23,2,"OAK",28,0,2,-2,-5,5
"1177","2013111704","JAC",14,2,"ARI",27,0,2,-2,-13,13
"1178","2013111705","MIA",20,1,"SD",16,1,0,0,4,-4
"1179","2013111706","PHI",24,0,"WAS",16,2,-2,2,8,-8
"1180","2013111707","PIT",37,0,"DET",27,3,-3,3,10,-10
"1181","2013111708","TB",41,0,"ATL",28,3,-3,3,13,-13
"1182","2013111709","DEN",27,1,"KC",17,1,0,0,10,-10
"1183","2013111710","NO",23,3,"SF",20,1,2,-2,3,-3
"1184","2013111711","SEA",41,0,"MIN",20,4,-4,4,21,-21
"1185","2013111712","NYG",27,1,"GB",13,3,-2,2,14,-14
"1186","2013111800","CAR",24,0,"NE",20,2,-2,2,4,-4
"1187","2013112100","ATL",13,1,"NO",17,0,1,-1,-4,4
"1188","2013112400","BAL",19,1,"NYJ",3,3,-2,2,16,-16
"1189","2013112401","CLE",11,4,"PIT",27,0,4,-4,-16,16
"1190","2013112402","DET",21,5,"TB",24,0,5,-5,-3,3
"1191","2013112403","GB",26,0,"MIN",26,1,-1,1,0,0
"1192","2013112404","HOU",6,1,"JAC",13,0,1,-1,-7,7
"1193","2013112405","KC",38,2,"SD",41,0,2,-2,-3,3
"1194","2013112406","MIA",16,1,"CAR",20,1,0,0,-4,4
"1195","2013112407","STL",42,0,"CHI",21,3,-3,3,21,-21
"1196","2013112408","ARI",40,0,"IND",11,1,-1,1,29,-29
"1197","2013112409","OAK",19,2,"TEN",23,0,2,-2,-4,4
"1198","2013112410","NYG",21,1,"DAL",24,1,0,0,-3,3
"1199","2013112411","NE",34,3,"DEN",31,4,-1,1,3,-3
"1200","2013112500","WAS",6,1,"SF",27,1,0,0,-21,21
"1201","2013112800","DET",40,4,"GB",10,3,1,-1,30,-30
"1202","2013112801","DAL",31,1,"OAK",24,2,-1,1,7,-7
"1203","2013112802","BAL",22,0,"PIT",20,0,0,0,2,-2
"1204","2013120100","CAR",27,2,"TB",6,2,0,0,21,-21
"1205","2013120101","CLE",28,3,"JAC",32,1,2,-2,-4,4
"1206","2013120102","IND",22,1,"TEN",14,4,-3,3,8,-8
